"X_Minimum","X_Maximum","Y_Minimum","Y_Maximum","Pixels_Areas","X_Perimeter","Y_Perimeter","Sum_of_Luminosity","Minimum_of_Luminosity","Maximum_of_Luminosity","Length_of_Conveyer","TypeOfSteel_A300","TypeOfSteel_A400","Steel_Plate_Thickness","Edges_Index","Empty_Index","Square_Index","Outside_X_Index","Edges_X_Index","Edges_Y_Index","Outside_Global_Index","LogOfAreas","Log_X_Index","Log_Y_Index","Orientation_Index","Luminosity_Index","SigmoidOfAreas","Pastry","Z_Scratch","K_Scatch","Stains","Dirtiness","Bumps","Other_Faults"
"1614","1638","676623","676657","655","33","35","49303","54","93","1687","1","0","80","0.0581","0.1973","0.7059","0.0142","0.7273","0.9714","1","2.8162","1.3802","1.5315","0.2941","-0.4119","0.9685","0","0","1","0","0","0","0"
"19","169","4197607","4215748","152655","10449","18152","11591414","0","156","1336","0","1","40","0.0284","0.9439","0.0083","0.1123","0.0144","0.9994","1","5.1837","2.1761","4.2587","0.9917","-0.4068","1.0","0","0","1","0","0","0","0"
"0","230","308503","308712","25323","1022","593","3037459","24","148","1400","0","1","40","0","0.4732","0.9087","0.1643","0.2251","0.3525","0","4.4035","2.3617","2.3201","-0.0913","-0.0629","1.0","0","0","1","0","0","0","0"
"3","223","333373","333576","21110","1138","597","2554885","21","148","1402","0","1","40","0.0043","0.5273","0.9227","0.1569","0.1933","0.34","0","4.3245","2.3424","2.3075","-0.0773","-0.0545","1.0","0","0","1","0","0","0","0"
"0","225","344016","344225","25473","992","578","3061597","23","148","1400","0","1","40","0","0.4583","0.9289","0.1607","0.2268","0.3616","0","4.4061","2.3522","2.3201","-0.0711","-0.061","1.0","0","0","1","0","0","0","0"
"0","436","407936","408170","24365","1084","680","2935414","22","143","1404","0","1","40","0","0.7612","0.5367","0.3105","0.4022","0.3441","0","4.3868","2.6395","2.3692","-0.4633","-0.0588","1.0","0","0","1","0","0","0","0"
"0","224","418600","418798","20894","1169","712","2529140","18","143","1398","0","1","40","0","0.5289","0.8839","0.1602","0.1916","0.2781","0","4.32","2.3503","2.2967","-0.1161","-0.0543","1.0","0","0","1","0","0","0","0"
"0","828","468317","468520","20726","1193","709","2499819","25","143","1402","0","1","40","0","0.8767","0.2452","0.5906","0.6941","0.2863","0","4.3165","2.918","2.3075","-0.7548","-0.0577","1.0","0","0","1","0","0","0","0"
"1","222","486069","486291","22554","999","605","2712104","27","150","1400","0","1","40","0.0014","0.5403","0.9955","0.1579","0.2212","0.3669","1","4.3532","2.3444","2.3463","0.0045","-0.0606","1.0","0","0","1","0","0","0","0"
"0","223","500276","500482","21987","1050","684","2638402","21","143","1398","0","1","40","0","0.5214","0.9238","0.1595","0.2124","0.3012","0","4.3422","2.3483","2.3139","-0.0762","-0.0625","1.0","0","0","1","0","0","0","0"
"0","384","510931","511150","21036","1015","586","2519511","24","143","1402","0","1","40","0","0.7499","0.5703","0.2739","0.3783","0.3737","0","4.323","2.5843","2.3404","-0.4297","-0.0643","1.0","0","0","1","0","0","0","0"
"41","218","553549","553733","16759","729","433","2020624","24","143","1402","0","1","40","0.0585","0.4854","0.962","0.1262","0.2428","0.4249","1","4.2242","2.248","2.2648","0.038","-0.058","1.0","0","0","1","0","0","0","0"
"41","222","564200","564395","17977","796","513","2144244","24","143","1402","0","1","40","0.0585","0.4907","0.9282","0.1291","0.2274","0.3801","1","4.2547","2.2577","2.29","0.0718","-0.0681","1.0","0","0","1","0","0","0","0"
"41","735","581949","582129","19629","788","534","2332320","22","143","1400","0","1","40","0.0586","0.8429","0.2594","0.4957","0.8807","0.3371","0","4.2929","2.8414","2.2553","-0.7406","-0.0717","1.0","0","0","1","0","0","0","0"
"41","222","592614","592819","17887","713","448","2156667","21","143","1400","0","1","40","0.0586","0.5179","0.8829","0.1293","0.2539","0.4576","1","4.2525","2.2577","2.3117","0.1171","-0.058","1.0","0","0","1","0","0","0","0"
"37","261","652969","653195","18517","1021","696","2230510","25","150","1398","0","1","40","0.0529","0.6342","0.9912","0.1602","0.2194","0.3247","1","4.2676","2.3503","2.3541","0.0088","-0.0589","1.0","0","0","1","0","0","0","0"
"41","220","663618","663832","17825","790","539","2155523","24","143","1400","0","1","40","0.0586","0.5347","0.8364","0.1279","0.2266","0.397","1","4.251","2.2529","2.3304","0.1636","-0.0553","1.0","0","0","1","0","0","0","0"
"41","456","674290","674482","16686","842","562","2013557","19","150","1402","0","1","40","0.0585","0.7906","0.4627","0.296","0.4929","0.3416","0","4.2224","2.6181","2.2833","-0.5373","-0.0572","1.0","0","0","1","0","0","0","0"
"39","734","684933","685134","16521","926","591","1992604","21","149","1400","0","1","40","0.0557","0.8817","0.2892","0.4964","0.7505","0.3401","0","4.218","2.842","2.3032","-0.7108","-0.0577","1.0","0","0","1","0","0","0","0"
"41","226","695578","695788","17706","802","537","2147442","24","148","1404","0","1","40","0.0584","0.5443","0.8809","0.1318","0.2307","0.3911","1","4.2481","2.2672","2.3222","0.1191","-0.0525","1.0","0","0","1","0","0","0","0"
"39","226","702679","702873","18071","814","534","2160349","27","148","1400","0","1","40","0.0557","0.5019","0.9639","0.1336","0.2297","0.3633","1","4.257","2.2718","2.2878","0.0361","-0.066","1.0","0","0","1","0","0","0","0"
"41","216","713328","713531","18908","853","535","2264960","24","143","1402","0","1","40","0.0585","0.4678","0.8621","0.1248","0.2052","0.3794","1","4.2766","2.243","2.3075","0.1379","-0.0641","1.0","0","0","1","0","0","0","0"
"43","230","830512","830692","18896","768","507","2225392","22","142","1404","0","1","40","0.0613","0.4386","0.9626","0.1332","0.2435","0.355","0","4.2764","2.2718","2.2553","-0.0374","-0.0799","1.0","0","0","1","0","0","0","0"
"41","232","844714","844903","20313","755","497","2400588","23","141","1400","0","1","40","0.0586","0.4373","0.9895","0.1364","0.253","0.3803","0","4.3078","2.281","2.2765","-0.0105","-0.0767","1.0","0","0","1","0","0","0","0"
"39","222","855369","855569","18203","696","480","2155986","25","143","1398","0","1","40","0.0558","0.5027","0.915","0.1309","0.2629","0.4167","1","4.2601","2.2624","2.301","0.085","-0.0747","1.0","0","0","1","0","0","0","0"
"39","212","862475","862693","17357","794","495","2034432","27","142","1400","0","1","40","0.0557","0.5398","0.7936","0.1236","0.2179","0.4404","1","4.2395","2.238","2.3385","0.2064","-0.0843","1.0","0","0","1","0","0","0","0"
"39","226","876673","876871","18954","749","482","2236201","25","143","1400","0","1","40","0.0557","0.4881","0.9444","0.1336","0.2497","0.4108","1","4.2777","2.2718","2.2967","0.0556","-0.0783","1.0","0","0","1","0","0","0","0"
"41","218","897989","898132","14949","720","469","1734628","27","142","1400","0","1","40","0.0586","0.4094","0.8079","0.1264","0.2458","0.3049","0","4.1746","2.248","2.1553","-0.1921","-0.0935","1.0","0","0","1","0","0","0","0"
"39","907","908650","908829","16469","929","568","1939163","27","143","1398","0","1","40","0.0558","0.894","0.2062","0.6209","0.9343","0.3151","0","4.2167","2.9385","2.2529","-0.7938","-0.0801","1.0","0","0","1","0","0","0","0"
"39","225","919301","919496","17810","763","456","2094532","25","142","1398","0","1","40","0.0558","0.509","0.9538","0.133","0.2438","0.4276","1","4.2507","2.2695","2.29","0.0461","-0.0812","1.0","0","0","1","0","0","0","0"
"39","58","933630","933641","100","30","16","12817","123","140","1398","0","1","40","0.0558","0.5215","0.5789","0.0136","0.6333","0.6875","0","2.0","1.2787","1.0414","-0.4211","0.0013","0.3494","0","0","1","0","0","0","0"
"142","167","947849","947878","354","67","47","44478","120","134","1400","0","1","40","0.2029","0.5117","0.8621","0.0179","0.3731","0.617","1","2.549","1.3979","1.4624","0.1379","-0.0184","0.9437","0","0","1","0","0","0","0"
"39","218","965451","965599","16821","670","425","1972773","29","141","1398","0","1","40","0.0558","0.365","0.8268","0.128","0.2672","0.3482","0","4.2259","2.2529","2.1703","-0.1732","-0.0838","1.0","0","0","1","0","0","0","0"
"39","218","979651","979800","15937","745","463","1847157","31","141","1398","0","1","40","0.0558","0.4025","0.8324","0.128","0.2403","0.3218","0","4.2024","2.2529","2.1732","-0.1676","-0.0945","1.0","0","0","1","0","0","0","0"
"41","222","990300","990473","15896","756","469","1847464","22","143","1400","0","1","40","0.0586","0.4924","0.9558","0.1293","0.2394","0.3689","0","4.2013","2.2577","2.238","-0.0442","-0.092","1.0","0","0","1","0","0","0","0"
"41","58","997542","997556","128","38","27","16028","120","134","1400","0","1","40","0.0586","0.4622","0.8235","0.0121","0.4474","0.5185","0","2.1072","1.2305","1.1461","-0.1765","-0.0217","0.3945","0","0","1","0","0","0","0"
"41","222","1018714","1018885","16220","780","453","1877827","19","141","1400","0","1","40","0.0586","0.476","0.9448","0.1293","0.2321","0.3775","0","4.2101","2.2577","2.233","-0.0553","-0.0955","1.0","0","0","1","0","0","0","0"
"35","210","1029360","1029531","14963","779","468","1720418","22","141","1398","0","1","40","0.0501","0.5","0.9771","0.1252","0.2246","0.3654","0","4.175","2.243","2.233","-0.0229","-0.1017","1.0","0","0","1","0","0","0","0"
"41","217","1040020","1040199","15050","867","541","1751637","21","141","1400","0","1","40","0.0586","0.5223","0.9832","0.1257","0.203","0.3309","1","4.1775","2.2455","2.2529","0.0168","-0.0907","1.0","0","0","1","0","0","0","0"
"39","214","1050670","1050830","13033","731","420","1508093","29","141","1398","0","1","40","0.0558","0.5345","0.9143","0.1252","0.2394","0.381","0","4.115","2.243","2.2041","-0.0857","-0.096","1.0","0","0","1","0","0","0","0"
"41","215","1150090","1150255","16968","670","399","1976551","26","143","1400","0","1","40","0.0586","0.409","0.9483","0.1243","0.2597","0.4135","0","4.2296","2.2406","2.2175","-0.0517","-0.09","1.0","0","0","1","0","0","0","0"
"41","215","1157189","1157378","16584","821","498","1936241","25","143","1398","0","1","40","0.0587","0.4957","0.9206","0.1245","0.2119","0.3795","1","4.2197","2.2406","2.2765","0.0794","-0.0879","1.0","0","0","1","0","0","0","0"
"43","214","1164302","1164475","14969","805","503","1758655","27","142","1400","0","1","40","0.0614","0.494","0.9884","0.1221","0.2124","0.3439","1","4.1752","2.233","2.238","0.0116","-0.0821","1.0","0","0","1","0","0","0","0"
"39","214","1174946","1175131","13601","805","503","1579135","25","141","1400","0","1","40","0.0557","0.5799","0.9459","0.125","0.2174","0.3678","1","4.1336","2.243","2.2672","0.054","-0.0929","1.0","0","0","1","0","0","0","0"
"39","212","1185602","1185752","13387","763","425","1546189","29","141","1398","0","1","40","0.0558","0.4841","0.867","0.1238","0.2267","0.3529","0","4.1267","2.238","2.1761","-0.1329","-0.0977","1.0","0","0","1","0","0","0","0"
"41","218","1196243","1196445","16164","861","522","1868220","23","141","1400","0","1","40","0.0586","0.5479","0.8762","0.1264","0.2056","0.387","1","4.2085","2.248","2.3054","0.1238","-0.097","1.0","0","0","1","0","0","0","0"
"39","74","1206989","1207040","935","143","98","117325","119","135","1398","0","1","40","0.0558","0.4762","0.6863","0.025","0.2448","0.5204","1","2.9708","1.5441","1.7076","0.3137","-0.0197","0.9999","0","0","1","0","0","0","0"
"41","219","1221106","1221276","15601","865","517","1835252","23","143","1400","0","1","40","0.0586","0.4844","0.9551","0.1271","0.2058","0.3288","0","4.1932","2.2504","2.2304","-0.0449","-0.081","1.0","0","0","1","0","0","0","0"
"41","221","1228221","1228359","11348","595","357","1302540","27","143","1400","0","1","40","0.0586","0.5432","0.7667","0.1286","0.3025","0.3866","0","4.0549","2.2553","2.1399","-0.2333","-0.1033","1.0","0","0","1","0","0","0","0"
"39","214","1242405","1242592","15414","796","478","1798470","24","142","1400","0","1","40","0.0557","0.529","0.9358","0.125","0.2199","0.3912","1","4.1879","2.243","2.2718","0.0642","-0.0885","1.0","0","0","1","0","0","0","0"
"43","215","1253069","1253240","13975","795","441","1630309","29","140","1400","0","1","40","0.0614","0.5249","0.9942","0.1229","0.2164","0.3878","0","4.1453","2.2355","2.233","-0.0058","-0.0886","1.0","0","0","1","0","0","0","0"
"39","440","1263724","1263888","11388","735","415","1315891","29","141","1398","0","1","40","0.0558","0.8268","0.409","0.2868","0.5456","0.3952","0","4.0564","2.6031","2.2148","-0.591","-0.0973","1.0","0","0","1","0","0","0","0"
"39","214","1277926","1278089","13553","708","424","1567858","30","141","1400","0","1","40","0.0557","0.5249","0.9314","0.125","0.2472","0.3844","0","4.132","2.243","2.2122","-0.0686","-0.0962","1.0","0","0","1","0","0","0","0"
"37","218","1285016","1285196","15704","976","557","1814409","25","142","1396","0","1","40","0.053","0.518","0.9945","0.1297","0.1855","0.3232","0","4.196","2.2577","2.2553","-0.0055","-0.0974","1.0","0","0","1","0","0","0","0"
"39","211","1292132","1292303","12012","607","362","1381722","30","141","1398","0","1","40","0.0558","0.5916","0.9942","0.123","0.2834","0.4724","0","4.0796","2.2355","2.233","-0.0058","-0.1013","1.0","0","0","1","0","0","0","0"
"39","212","1299230","1299402","11875","657","387","1375431","32","143","1398","0","1","40","0.0558","0.6009","0.9942","0.1238","0.2633","0.4444","0","4.0746","2.238","2.2355","-0.0058","-0.0951","1.0","0","0","1","0","0","0","0"
"41","212","1309877","1310041","11271","664","396","1297285","27","141","1402","0","1","40","0.0585","0.5981","0.9591","0.122","0.2575","0.4141","0","4.052","2.233","2.2148","-0.0409","-0.1008","1.0","0","0","1","0","0","0","0"
"41","227","1316989","1317154","12212","617","372","1398637","27","141","1402","0","1","40","0.0585","0.6021","0.8871","0.1327","0.3015","0.4435","0","4.0868","2.2695","2.2175","-0.1129","-0.1052","1.0","0","0","1","0","0","0","0"
"39","68","1327718","1327750","539","94","63","68416","119","135","1402","0","1","40","0.0556","0.4192","0.9063","0.0207","0.3085","0.5079","1","2.7316","1.4624","1.5051","0.0938","-0.0083","0.9848","0","0","1","0","0","0","0"
"39","72","1338367","1338402","677","114","79","86417","120","140","1400","0","1","40","0.0557","0.4139","0.9429","0.0236","0.2895","0.443","1","2.8306","1.5185","1.5441","0.0571","-0.0028","0.9966","0","0","1","0","0","0","0"
"39","217","1359602","1359742","10276","552","319","1187807","25","141","1400","0","1","40","0.0557","0.5876","0.7865","0.1271","0.3225","0.4389","0","4.0118","2.2504","2.1461","-0.2135","-0.097","1.0","0","0","1","0","0","0","0"
"41","224","1370247","1370411","11535","758","419","1327403","23","141","1400","0","1","40","0.0586","0.6156","0.8962","0.1307","0.2414","0.3914","0","4.062","2.2624","2.2148","-0.1038","-0.101","1.0","0","0","1","0","0","0","0"
"39","66","1384526","1384579","794","131","91","101435","119","140","1402","0","1","40","0.0556","0.4451","0.5094","0.0193","0.2061","0.5824","1","2.8998","1.4314","1.7243","0.4906","-0.0019","0.9995","0","0","1","0","0","0","0"
"39","211","1391555","1391715","11492","650","443","1339579","26","143","1402","0","1","40","0.0556","0.5824","0.9302","0.1227","0.2646","0.3612","0","4.0604","2.2355","2.2041","-0.0698","-0.0893","1.0","0","0","1","0","0","0","0"
"39","208","1402211","1402348","10904","617","334","1261668","28","141","1402","0","1","40","0.0556","0.529","0.8106","0.1205","0.2739","0.4102","0","4.0376","2.2279","2.1367","-0.1893","-0.096","1.0","0","0","1","0","0","0","0"
"37","199","1430612","1430780","14069","675","452","1642086","26","141","1400","0","1","40","0.0529","0.4831","0.9643","0.1157","0.24","0.3717","1","4.1483","2.2095","2.2253","0.0357","-0.0882","1.0","0","0","1","0","0","0","0"
"39","191","1437715","1437882","12388","631","374","1431766","29","143","1400","0","1","40","0.0557","0.512","0.9102","0.1086","0.2409","0.4465","1","4.093","2.1818","2.2227","0.0898","-0.0971","1.0","0","0","1","0","0","0","0"
"43","194","1448373","1448535","12108","614","359","1402972","34","141","1402","0","1","40","0.0613","0.505","0.9321","0.1077","0.2459","0.4512","1","4.0831","2.179","2.2095","0.0679","-0.0948","1.0","0","0","1","0","0","0","0"
"39","192","1469673","1469845","13946","589","406","1635177","33","142","1402","0","1","40","0.0556","0.4701","0.8895","0.1091","0.2598","0.4236","1","4.1445","2.1847","2.2355","0.1105","-0.084","1.0","0","0","1","0","0","0","0"
"39","187","1480323","1480475","13309","500","310","1550152","31","143","1402","0","1","40","0.0556","0.4084","0.9737","0.1056","0.296","0.4903","1","4.1241","2.1703","2.1818","0.0263","-0.09","1.0","0","0","1","0","0","0","0"
"41","196","1494534","1494716","12729","634","404","1482862","29","143","1400","0","1","40","0.0586","0.5488","0.8516","0.1107","0.2445","0.4505","1","4.1048","2.1903","2.2601","0.1484","-0.0899","1.0","0","0","1","0","0","0","0"
"41","197","1512277","1512467","14309","793","469","1661835","31","141","1402","0","1","40","0.0585","0.5172","0.821","0.1113","0.1967","0.4051","1","4.1556","2.1931","2.2787","0.1789","-0.0927","1.0","0","0","1","0","0","0","0"
"39","191","1530040","1530225","14346","694","424","1691554","29","143","1400","0","1","40","0.0557","0.4898","0.8216","0.1086","0.219","0.4363","1","4.1567","2.1818","2.2672","0.1784","-0.0788","1.0","0","0","1","0","0","0","0"
"41","191","1540695","1540855","12260","660","378","1424210","33","141","1402","0","1","40","0.0585","0.4892","0.9375","0.107","0.2273","0.4233","1","4.0885","2.1761","2.2041","0.0625","-0.0924","1.0","0","0","1","0","0","0","0"
"39","192","1554895","1555056","13185","572","370","1529932","30","141","1400","0","1","40","0.0557","0.4647","0.9503","0.1093","0.2675","0.4351","1","4.1201","2.1847","2.2068","0.0497","-0.0935","1.0","0","0","1","0","0","0","0"
"39","191","1565555","1565703","13114","618","381","1507625","33","141","1400","0","1","40","0.0557","0.4171","0.9737","0.1086","0.2459","0.3884","0","4.1177","2.1818","2.1703","-0.0263","-0.1019","1.0","0","0","1","0","0","0","0"
"39","200","1576208","1576347","10796","572","363","1245388","38","141","1402","0","1","40","0.0556","0.5176","0.8633","0.1148","0.2815","0.3829","0","4.0333","2.2068","2.143","-0.1366","-0.0988","1.0","0","0","1","0","0","0","0"
