"","Date","AveragePrice","Total Volume","4046","4225","4770","Total Bags","Small Bags","Large Bags","XLarge Bags","type","year","region"
"2","2015-12-13T00:00:00","1.14","187058.65","27053.78","107144.99","229.97","52629.91","51752.86","877.05","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"3","2015-12-06T00:00:00","1.1","171195.76","25260.16","99013.86","118.19","46803.55","46345.26","458.29","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"4","2015-11-29T00:00:00","1.17","146103.34","23707.06","82015.89","110.54","40269.85","39640.65","629.2","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"5","2015-11-22T00:00:00","1.16","162429.43","26601.95","85742.43","198.26","49886.79","47519.78","2367.01","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"6","2015-11-15T00:00:00","1.09","189916.88","25483.85","113515.58","93.58","50823.87","46939.57","3884.3","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"7","2015-11-08T00:00:00","1.09","214993.36","27837.88","137670.52","169.5","49315.46","47637.88","1677.58","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"8","2015-11-01T00:00:00","1.13","219970.37","28916.15","140625.82","173.18","50255.22","49340.53","914.69","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"9","2015-10-25T00:00:00","1.11","183276.68","27595.5","101618.92","185.61","53876.65","52569.78","1306.87","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"10","2015-10-18T00:00:00","0.93","264223.22","27640.26","186372.86","408.03","49802.07","48878.61","923.46","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"11","2015-10-11T00:00:00","1.05","225079.92","32042.53","137367.2","267.77","55402.42","53610.63","1791.79","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"12","2015-10-04T00:00:00","1.16","188436.91","32554.49","95392.4","323.79","60166.23","59227.5","938.73","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"13","2015-09-27T00:00:00","1.15","192478.26","30410.27","108385.85","294.6","53387.54","51731.16","1656.38","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"14","2015-09-20T00:00:00","1.17","188314.24","31925.36","101200.97","279.75","54908.16","53988.59","919.57","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"15","2015-09-13T00:00:00","1.07","254744.58","33047.61","170884.4","294.21","50518.36","48537.65","1980.71","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"16","2015-09-06T00:00:00","1.19","225494.59","37453.63","128772.37","465.01","58803.58","57426.04","1344.61","32.93","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"17","2015-08-30T00:00:00","1.18","219908.82","34595.95","125106.29","614.86","59591.72","57205.13","1779.77","606.82","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"18","2015-08-23T00:00:00","1.1","222637.15","37213.9","128402.42","584.81","56436.02","54580.78","1140.14","715.1","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"19","2015-08-16T00:00:00","1.09","247813.45","37089.49","161018.66","402.5","49302.8","48581.44","714.85","6.51","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"20","2015-08-09T00:00:00","1.07","247575.06","40320.2","149595.95","510.58","57148.33","56333.05","815.28","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"21","2015-08-02T00:00:00","1.1","242281.36","40387.93","143352.05","733.22","57808.16","56786.27","1018.67","3.22","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"22","2015-07-26T00:00:00","1.17","225227.57","39346.13","123455.52","480.44","61945.48","60632.24","1271.5","41.74","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"23","2015-07-19T00:00:00","1.19","229650.57","42405.8","119272.94","1020.51","66951.32","65842.25","1051.54","57.53","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"24","2015-07-12T00:00:00","1.17","233638.96","42200.05","119798.85","2740.31","68899.75","67025.83","1705.19","168.73","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"25","2015-07-05T00:00:00","1.19","275844.88","49829.42","142250.13","3215.99","80549.34","78409.83","1623.22","516.29","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"26","2015-06-28T00:00:00","1.2","243537.29","42688.0","124701.97","2556.6","73590.72","70488.1","2376.23","726.39","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"27","2015-06-21T00:00:00","1.19","255431.85","44179.19","128614.97","3182.4","79455.29","76907.65","1624.65","922.99","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"28","2015-06-14T00:00:00","1.13","277578.88","42766.16","140403.76","2028.31","92380.65","87952.58","2821.41","1606.66","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"29","2015-06-07T00:00:00","1.21","265638.42","40587.95","138950.26","675.56","85424.65","81417.34","3219.51","787.8","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"30","2015-05-31T00:00:00","1.22","260058.34","42572.44","125281.89","804.17","91399.84","87880.67","2341.73","1177.44","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"31","2015-05-24T00:00:00","1.21","270097.92","43499.81","132429.7","777.66","93390.75","89913.88","2641.89","834.98","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"32","2015-05-17T00:00:00","1.19","252843.56","44842.47","120942.94","487.01","86571.14","85065.22","1400.8","105.12","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"33","2015-05-10T00:00:00","1.19","299147.73","53021.23","158314.43","585.43","87226.64","85161.38","2065.26","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"34","2015-05-03T00:00:00","1.17","255913.63","46183.27","130134.66","527.56","79068.14","76930.85","2137.29","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"35","2015-04-26T00:00:00","1.21","234322.13","45102.26","118533.62","415.14","70271.11","68210.88","2022.73","37.5","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"36","2015-04-19T00:00:00","1.17","237429.16","45693.41","112023.17","501.77","79210.81","77244.93","1965.88","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"37","2015-04-12T00:00:00","1.18","201544.53","35513.59","101051.47","400.34","64579.13","62948.16","1630.97","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"38","2015-04-05T00:00:00","1.21","216376.66","35705.85","112157.42","485.39","68028.0","66320.66","1643.45","63.89","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"39","2015-03-29T00:00:00","1.14","197282.25","31891.81","102587.16","418.1","62385.18","61035.96","1349.22","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"40","2015-03-22T00:00:00","1.08","219149.75","28701.47","129731.5","481.59","60235.19","57777.32","2457.87","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"41","2015-03-15T00:00:00","1.2","190760.3","31225.82","84433.44","470.53","74630.51","72181.56","2448.95","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"42","2015-03-08T00:00:00","1.15","192277.92","38517.23","75750.79","334.13","77675.77","75825.42","1850.35","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"43","2015-03-01T00:00:00","1.07","230913.14","28899.98","134019.55","614.07","67379.54","65870.9","1508.64","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"44","2015-02-22T00:00:00","1.2","191040.19","32241.22","83702.91","506.96","74589.1","73386.08","1203.02","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"45","2015-02-15T00:00:00","1.22","187671.77","28592.73","85311.1","503.53","73264.41","72146.24","1118.17","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"46","2015-02-08T00:00:00","1.02","239756.62","35933.38","126557.74","722.59","76542.91","75408.57","1134.34","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"47","2015-02-01T00:00:00","1.06","283137.88","42732.12","168621.69","851.33","70932.74","69529.64","1403.1","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"48","2015-01-25T00:00:00","1.17","206074.14","33193.27","89075.29","426.35","83379.23","79720.85","3658.38","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"49","2015-01-18T00:00:00","1.24","182604.68","30928.18","85410.46","535.87","65730.17","64180.88","1549.29","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"50","2015-01-11T00:00:00","1.26","178735.25","34535.57","78778.96","582.3","64838.42","63840.09","998.33","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"51","2015-01-04T00:00:00","1.05","203939.14","32679.84","121020.54","1286.19","48952.57","47583.64","1368.93","0.0","conventional","2015-01-01T00:00:00","HarrisburgScranton"
"0","2015-12-27T00:00:00","1.27","243556.57","4427.27","194438.24","169.66","44521.4","43577.26","944.14","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"1","2015-12-20T00:00:00","1.18","264155.74","4806.75","212205.34","184.96","46958.69","45981.69","977.0","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"2","2015-12-13T00:00:00","1.24","238558.16","4439.86","186550.43","332.83","47235.04","46493.47","741.57","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"3","2015-12-06T00:00:00","1.19","239945.42","4269.91","199395.25","192.36","36087.9","35448.13","639.77","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"4","2015-11-29T00:00:00","1.32","213631.54","3572.7","172790.41","169.1","37099.33","36423.45","675.88","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"5","2015-11-22T00:00:00","1.27","212091.14","3720.08","176358.45","319.25","31693.36","30800.02","893.34","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"6","2015-11-15T00:00:00","1.12","275217.97","4680.06","228183.77","197.29","42156.85","40290.46","1866.39","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"7","2015-11-08T00:00:00","1.16","309186.06","5048.2","260745.71","171.88","43220.27","37770.33","5449.94","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"8","2015-11-01T00:00:00","1.16","326067.03","4471.3","271817.93","288.44","49489.36","44831.2","4658.16","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"9","2015-10-25T00:00:00","1.2","234361.36","3444.57","183080.97","300.22","47535.6","43920.24","3615.36","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"10","2015-10-18T00:00:00","0.93","407866.27","4980.03","357183.34","594.12","45108.78","42004.56","3104.22","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"11","2015-10-11T00:00:00","1.38","264227.78","4555.33","206738.06","491.68","52442.71","49064.3","3378.41","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"12","2015-10-04T00:00:00","1.3","262638.61","5369.78","205512.49","287.31","51469.03","46352.66","5116.37","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"13","2015-09-27T00:00:00","1.29","247141.63","3978.86","196807.93","248.86","46105.98","42271.23","3834.75","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"14","2015-09-20T00:00:00","1.25","241532.74","3716.84","179938.31","270.67","57606.92","52877.17","4729.75","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"15","2015-09-13T00:00:00","1.11","341176.21","4326.64","283221.2","206.25","53422.12","47929.52","5492.6","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"16","2015-09-06T00:00:00","1.27","281256.19","3976.35","221997.7","497.89","54784.25","52839.06","1945.19","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"17","2015-08-30T00:00:00","1.26","292827.27","3882.25","241162.58","593.94","47188.5","46616.28","572.22","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"18","2015-08-23T00:00:00","1.14","298493.22","4337.08","248478.66","422.19","45255.29","44345.82","909.47","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"19","2015-08-16T00:00:00","1.12","351074.46","4402.25","292976.9","886.72","52808.59","51496.76","1311.83","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"20","2015-08-09T00:00:00","1.12","354490.75","4619.78","292318.39","706.64","56845.94","55625.9","1220.04","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"21","2015-08-02T00:00:00","1.16","323449.77","4543.97","268797.64","1283.94","48824.22","47631.34","1192.88","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"22","2015-07-26T00:00:00","1.3","266049.58","3579.93","205203.65","2171.08","55094.92","52815.8","2279.12","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"23","2015-07-19T00:00:00","1.32","258239.1","3759.04","189919.51","5496.69","59063.86","56769.39","2294.47","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"24","2015-07-12T00:00:00","1.06","389782.2","4947.35","299937.47","11286.35","73611.03","71429.27","2181.76","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"25","2015-07-05T00:00:00","1.25","339064.22","4847.8","250696.56","11793.14","71726.72","67565.11","4161.61","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"26","2015-06-28T00:00:00","1.27","304624.07","4253.95","226699.55","9682.22","63988.35","60622.57","3365.78","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"27","2015-06-21T00:00:00","1.25","341628.84","4030.52","258200.71","10100.06","69297.55","67505.16","1792.39","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"28","2015-06-14T00:00:00","1.15","338036.94","4926.58","253423.88","6839.64","72846.84","69607.77","3239.07","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"29","2015-06-07T00:00:00","1.29","353474.52","4435.64","281285.58","219.26","67534.04","66052.8","1481.24","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"30","2015-05-31T00:00:00","1.33","319502.82","4974.69","237651.14","142.52","76734.47","74809.0","1925.47","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"31","2015-05-24T00:00:00","1.34","314930.61","4532.15","229800.24","177.56","80420.66","78505.66","1915.0","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"32","2015-05-17T00:00:00","1.2","358753.17","4623.9","281567.1","249.3","72312.87","69888.23","2424.64","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"33","2015-05-10T00:00:00","1.25","370924.13","5262.94","288462.56","390.91","76807.72","73455.49","3352.23","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"34","2015-05-03T00:00:00","1.25","329589.03","4005.44","255378.5","539.0","69666.09","66957.03","2709.06","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"35","2015-04-26T00:00:00","1.36","277178.42","4159.5","206008.87","229.9","66780.15","64008.53","2693.84","77.78","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"36","2015-04-19T00:00:00","1.35","271198.73","3625.55","196720.42","175.12","70677.64","66844.17","3833.47","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"37","2015-04-12T00:00:00","1.25","251083.39","3432.34","182584.86","133.93","64932.26","63103.19","1829.07","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"38","2015-04-05T00:00:00","1.33","246967.21","4021.27","183801.36","194.45","58950.13","56550.7","2399.43","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"39","2015-03-29T00:00:00","1.22","241495.12","3980.5","184277.87","217.08","53019.67","50509.85","2509.82","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"40","2015-03-22T00:00:00","1.11","292821.36","5900.6","230143.88","139.93","56636.95","53990.12","2646.83","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"41","2015-03-15T00:00:00","1.4","225761.68","6740.23","150490.66","160.54","68370.25","65306.48","3063.77","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"42","2015-03-08T00:00:00","1.43","210375.08","3253.02","125712.73","145.3","81264.03","77718.63","3545.4","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"43","2015-03-01T00:00:00","1.12","314917.55","4547.97","250129.65","271.71","59968.22","57600.88","2367.34","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"44","2015-02-22T00:00:00","1.38","220210.32","3632.57","142741.2","285.7","73550.85","71330.51","2220.34","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"45","2015-02-15T00:00:00","1.39","223170.31","3681.09","138690.77","216.75","80581.7","79026.53","1555.17","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"46","2015-02-08T00:00:00","1.09","364571.57","6791.17","289098.22","215.13","68467.05","65594.58","2872.47","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"47","2015-02-01T00:00:00","1.32","297969.31","4803.72","216923.02","364.83","75877.74","72234.63","3643.11","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"48","2015-01-25T00:00:00","1.35","241174.11","4305.86","150044.76","231.99","86591.5","79402.42","7189.08","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"49","2015-01-18T00:00:00","1.39","229216.05","3347.41","160683.8","286.52","64898.32","62671.58","2226.74","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"50","2015-01-11T00:00:00","1.38","232640.15","4365.27","143001.84","223.15","85049.89","83319.8","1730.09","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"51","2015-01-04T00:00:00","1.06","332208.14","6387.6","267593.62","165.35","58061.57","55401.31","2660.26","0.0","conventional","2015-01-01T00:00:00","HartfordSpringfield"
"0","2015-12-27T00:00:00","0.78","944506.54","389773.22","288003.62","126150.81","140578.89","73711.94","36493.62","30373.33","conventional","2015-01-01T00:00:00","Houston"
"1","2015-12-20T00:00:00","0.75","922355.67","382444.22","278067.11","127372.19","134472.15","72198.16","31520.66","30753.33","conventional","2015-01-01T00:00:00","Houston"
"2","2015-12-13T00:00:00","0.73","998752.95","412187.8","386865.21","81450.04","118249.9","69011.01","48622.22","616.67","conventional","2015-01-01T00:00:00","Houston"
"3","2015-12-06T00:00:00","0.74","989676.85","368528.91","490805.0","7041.19","123301.75","61020.31","62281.44","0.0","conventional","2015-01-01T00:00:00","Houston"
"4","2015-11-29T00:00:00","0.79","783225.98","391616.95","289533.68","4334.89","97740.46","67880.28","29860.18","0.0","conventional","2015-01-01T00:00:00","Houston"
"5","2015-11-22T00:00:00","0.73","913002.96","402191.51","391110.76","6924.43","112776.26","70785.25","41991.01","0.0","conventional","2015-01-01T00:00:00","Houston"
"6","2015-11-15T00:00:00","0.72","998801.78","530464.33","332541.11","4611.0","131185.34","62414.66","68770.68","0.0","conventional","2015-01-01T00:00:00","Houston"
"7","2015-11-08T00:00:00","0.75","983909.85","427828.16","411365.91","20404.29","124311.49","56573.89","67737.6","0.0","conventional","2015-01-01T00:00:00","Houston"
"8","2015-11-01T00:00:00","0.77","1007805.74","395945.0","365506.02","111263.81","135090.91","56198.27","78892.64","0.0","conventional","2015-01-01T00:00:00","Houston"
"9","2015-10-25T00:00:00","0.88","933623.58","437329.85","313129.29","81274.85","101889.59","57577.21","44260.6","51.78","conventional","2015-01-01T00:00:00","Houston"
"10","2015-10-18T00:00:00","0.9","847813.12","436132.2","242842.91","80895.03","87942.98","59835.83","28107.15","0.0","conventional","2015-01-01T00:00:00","Houston"
"11","2015-10-11T00:00:00","0.79","1036269.51","410949.18","385629.69","126765.96","112924.68","62638.13","50286.55","0.0","conventional","2015-01-01T00:00:00","Houston"
"12","2015-10-04T00:00:00","0.82","1019283.99","411727.49","435388.05","43558.15","128610.3","59751.0","68859.3","0.0","conventional","2015-01-01T00:00:00","Houston"
"13","2015-09-27T00:00:00","0.86","968988.09","383218.43","458982.9","16780.9","110005.86","61098.51","48907.35","0.0","conventional","2015-01-01T00:00:00","Houston"
"14","2015-09-20T00:00:00","0.83","967228.05","417701.88","445473.03","6959.5","97093.64","55198.32","41895.32","0.0","conventional","2015-01-01T00:00:00","Houston"
"15","2015-09-13T00:00:00","0.89","1095790.27","421533.83","540499.39","5559.36","128197.69","55636.91","72560.78","0.0","conventional","2015-01-01T00:00:00","Houston"
"16","2015-09-06T00:00:00","0.89","1090493.39","460377.08","495487.54","6230.7","128398.07","63724.96","64673.11","0.0","conventional","2015-01-01T00:00:00","Houston"
"17","2015-08-30T00:00:00","0.88","926124.93","559048.7","260761.33","4514.17","101800.73","72264.6","29536.13","0.0","conventional","2015-01-01T00:00:00","Houston"
"18","2015-08-23T00:00:00","0.89","933166.17","509472.17","321616.5","4323.68","97753.82","62733.47","35020.35","0.0","conventional","2015-01-01T00:00:00","Houston"
"19","2015-08-16T00:00:00","0.92","968899.09","565965.79","297434.65","3479.25","102019.4","65764.02","36255.38","0.0","conventional","2015-01-01T00:00:00","Houston"
"20","2015-08-09T00:00:00","0.92","935149.69","474778.09","356592.63","5288.3","98490.67","62834.44","35656.23","0.0","conventional","2015-01-01T00:00:00","Houston"
"21","2015-08-02T00:00:00","0.9","948126.9","568694.81","281941.22","3494.6","93996.27","60782.86","33213.41","0.0","conventional","2015-01-01T00:00:00","Houston"
"22","2015-07-26T00:00:00","0.79","1086740.19","522819.52","443177.18","5096.53","115646.96","69845.31","45801.65","0.0","conventional","2015-01-01T00:00:00","Houston"
"23","2015-07-19T00:00:00","0.78","1093424.59","517797.01","424786.53","4233.66","146607.39","73695.03","72912.36","0.0","conventional","2015-01-01T00:00:00","Houston"
"24","2015-07-12T00:00:00","0.79","999607.51","559622.59","307628.06","3226.08","129130.78","71467.17","57474.72","188.89","conventional","2015-01-01T00:00:00","Houston"
"25","2015-07-05T00:00:00","0.79","1173819.67","652959.91","371700.87","3957.2","145201.69","98660.98","46540.71","0.0","conventional","2015-01-01T00:00:00","Houston"
"26","2015-06-28T00:00:00","0.74","1135915.03","613485.76","337700.09","1935.65","182793.53","87444.74","95348.79","0.0","conventional","2015-01-01T00:00:00","Houston"
"27","2015-06-21T00:00:00","0.74","1196121.27","578767.93","449584.59","2227.98","165540.77","84406.17","81134.6","0.0","conventional","2015-01-01T00:00:00","Houston"
"28","2015-06-14T00:00:00","0.62","1533409.28","924661.29","439063.48","4700.1","164984.41","85200.08","79784.33","0.0","conventional","2015-01-01T00:00:00","Houston"
"29","2015-06-07T00:00:00","0.72","1172177.72","675888.37","364707.14","3899.67","127682.54","72504.8","55177.74","0.0","conventional","2015-01-01T00:00:00","Houston"
"30","2015-05-31T00:00:00","0.72","1262932.78","757230.93","383626.57","2927.27","119148.01","53981.67","65166.34","0.0","conventional","2015-01-01T00:00:00","Houston"
"31","2015-05-24T00:00:00","0.83","1089679.39","662438.33","324447.92","5151.72","97641.42","58142.73","39498.69","0.0","conventional","2015-01-01T00:00:00","Houston"
"32","2015-05-17T00:00:00","0.82","1025659.59","676510.74","263395.46","3241.06","82512.33","47881.9","34630.43","0.0","conventional","2015-01-01T00:00:00","Houston"
"33","2015-05-10T00:00:00","0.76","1201673.17","654227.6","424395.94","3776.21","119273.42","49686.88","69586.54","0.0","conventional","2015-01-01T00:00:00","Houston"
"34","2015-05-03T00:00:00","0.74","1296308.05","651055.45","502617.22","4521.86","138113.52","55875.33","82238.19","0.0","conventional","2015-01-01T00:00:00","Houston"
"35","2015-04-26T00:00:00","0.79","1082231.89","689172.94","295785.8","5527.28","91745.87","58557.13","33188.74","0.0","conventional","2015-01-01T00:00:00","Houston"
"36","2015-04-19T00:00:00","0.82","933033.17","566197.65","250464.55","3898.56","112472.41","78217.04","34255.37","0.0","conventional","2015-01-01T00:00:00","Houston"
"37","2015-04-12T00:00:00","0.79","1096074.97","631292.63","353794.42","3936.53","107051.39","97144.19","9907.2","0.0","conventional","2015-01-01T00:00:00","Houston"
"38","2015-04-05T00:00:00","0.83","1249645.2","608887.6","496479.07","4878.2","139400.33","132586.15","6814.18","0.0","conventional","2015-01-01T00:00:00","Houston"
"39","2015-03-29T00:00:00","0.79","1116225.29","502389.02","480447.28","4633.28","128755.71","122988.43","5767.28","0.0","conventional","2015-01-01T00:00:00","Houston"
"40","2015-03-22T00:00:00","0.8","1036663.77","514614.47","393974.61","5199.15","122875.54","71977.68","50897.86","0.0","conventional","2015-01-01T00:00:00","Houston"
"41","2015-03-15T00:00:00","0.77","1043172.77","526390.61","401259.86","5000.2","110522.1","62352.87","48169.23","0.0","conventional","2015-01-01T00:00:00","Houston"
"42","2015-03-08T00:00:00","0.78","1166055.83","507328.95","517669.77","5321.52","135735.59","60498.92","75236.67","0.0","conventional","2015-01-01T00:00:00","Houston"
"43","2015-03-01T00:00:00","0.87","991328.46","481279.09","391780.92","4149.71","114118.74","63264.46","50854.28","0.0","conventional","2015-01-01T00:00:00","Houston"
"44","2015-02-22T00:00:00","0.82","978807.74","520034.92","346617.64","6532.39","105622.79","73227.41","32395.38","0.0","conventional","2015-01-01T00:00:00","Houston"
"45","2015-02-15T00:00:00","0.73","1062387.72","571823.28","364817.51","5598.15","120148.78","83840.62","36308.16","0.0","conventional","2015-01-01T00:00:00","Houston"
"46","2015-02-08T00:00:00","0.7","1180723.02","525259.71","535768.93","5175.33","114519.05","103507.51","11011.54","0.0","conventional","2015-01-01T00:00:00","Houston"
"47","2015-02-01T00:00:00","0.72","1280364.01","540024.17","597855.73","8063.4","134420.71","86145.18","48275.53","0.0","conventional","2015-01-01T00:00:00","Houston"
"48","2015-01-25T00:00:00","0.77","983910.94","549415.32","309974.97","4231.47","120289.18","95546.28","24742.9","0.0","conventional","2015-01-01T00:00:00","Houston"
"49","2015-01-18T00:00:00","0.77","1017854.16","458532.19","429687.47","9353.74","120280.76","107320.39","12960.37","0.0","conventional","2015-01-01T00:00:00","Houston"
"50","2015-01-11T00:00:00","0.78","1062071.65","463272.52","441785.8","4094.47","152918.86","126995.76","25923.1","0.0","conventional","2015-01-01T00:00:00","Houston"
"51","2015-01-04T00:00:00","0.71","1062990.62","506426.58","436347.57","4378.92","115837.55","90299.85","25537.7","0.0","conventional","2015-01-01T00:00:00","Houston"
"0","2015-12-27T00:00:00","1.04","123096.09","4647.28","69384.73","11206.4","37857.68","20644.64","11524.06","5688.98","conventional","2015-01-01T00:00:00","Indianapolis"
"1","2015-12-20T00:00:00","1.1","116353.68","3702.2","67983.94","9327.71","35339.83","18144.63","12133.67","5061.53","conventional","2015-01-01T00:00:00","Indianapolis"
"2","2015-12-13T00:00:00","1.03","125342.89","4904.51","69984.32","11398.44","39055.62","21259.82","15580.08","2215.72","conventional","2015-01-01T00:00:00","Indianapolis"
"3","2015-12-06T00:00:00","0.92","145740.44","4067.0","89452.99","13570.12","38650.33","19365.92","17733.68","1550.73","conventional","2015-01-01T00:00:00","Indianapolis"
"4","2015-11-29T00:00:00","1.08","108444.41","3079.44","65254.08","10854.59","29256.3","17455.74","9975.21","1825.35","conventional","2015-01-01T00:00:00","Indianapolis"
"5","2015-11-22T00:00:00","1.11","115384.56","3979.57","68939.61","9639.94","32825.44","20313.48","11041.51","1470.45","conventional","2015-01-01T00:00:00","Indianapolis"
"6","2015-11-15T00:00:00","1.08","124218.61","3478.99","71346.37","12795.08","36598.17","22294.87","11753.19","2550.11","conventional","2015-01-01T00:00:00","Indianapolis"
"7","2015-11-08T00:00:00","0.96","147799.55","4337.57","84844.19","20220.42","38397.37","19246.38","15189.72","3961.27","conventional","2015-01-01T00:00:00","Indianapolis"
"8","2015-11-01T00:00:00","1.01","147459.62","5224.61","84968.04","16933.14","40333.83","20800.04","16206.13","3327.66","conventional","2015-01-01T00:00:00","Indianapolis"
"9","2015-10-25T00:00:00","1.02","151558.74","4333.17","89943.26","16586.3","40696.01","18548.38","19394.8","2752.83","conventional","2015-01-01T00:00:00","Indianapolis"
